source_partition,market_id,market_name,audit_status,provenance,product_count,n_paths,n_source_markets
Electronics,local_1275b34e4f221f4a1d29,backdrop_support_system,CLEAN,manual_audit,77,1,1
Electronics,local_0c68ee29ea350a5d7233,backup_camera,CLEAN,manual_audit,3655,1,1
Electronics,local_f358be63339144c312fb,backup_radar_system,CLEAN,manual_audit,51,1,1
Electronics,local_85ba41577386f7b989ca,barlow_lens,CLEAN,manual_audit,58,1,1
Electronics,local_893a3e1df895208384e1,barn_door,CLEAN,manual_audit,65,1,1
Electronics,local_693dbc18e49021496745,bass_blocker,CLEAN,manual_audit,16,1,1
Electronics,local_95a783f1ab71877774c7,battery_and_charger,CLEAN,manual_audit,60,1,1
Electronics,local_e18251ac110422f49cd4,battery_holder,CLEAN,manual_audit,855,1,1
Electronics,local_060d340e84014646b369,battery_storage_container,CLEAN,manual_audit,489,1,1
Electronics,local_2501a51a9182ca5dad18,battery_terminal_connector,CLEAN,manual_audit,110,1,1
Electronics,local_1b569c2aac509975a337,battery_tester,CLEAN,manual_audit,384,2,2
Electronics,local_10eee953551f8dcd5902,binocular_case,CLEAN,manual_audit,23,2,2
Electronics,local_067b0b54e8f34e6a30f4,binocular_harness,CLEAN,manual_audit,44,1,1
Electronics,local_ae4aa48007263a22f2da,binocular_tripod_adapter,CLEAN,manual_audit,34,1,1
Electronics,local_fdd7f4bd93c9828d16ea,biometric_fingerprint_reader,CLEAN,manual_audit,161,1,1
Electronics,local_445c35d1101a93aafec7,blu_ray_disc,CLEAN,manual_audit,258,3,3
Electronics,local_87cc22928e51e5bf20d9,blu_ray_player,CLEAN,manual_audit,749,2,2
Electronics,local_1ea47370b2dfb6a67647,bluetooth_adapter,CLEAN,manual_audit,339,1,1
Electronics,local_5e21c92ed93f86b05aef,bluetooth_car_adapter,CLEAN,manual_audit,244,1,1
Electronics,local_7d1015bb226ba3e852a3,bluetooth_headset,CLEAN,manual_audit,118,3,3
Electronics,local_110474439d1c089e14d4,bluetooth_speaker,CLEAN,manual_audit,8025,3,3
Electronics,local_cfe818040e97fec85e19,bluetooth_tracker,CLEAN,manual_audit,1245,1,1
Electronics,local_e9faff3c8585f36ab71d,bluetooth_transmitter_receiver,CLEAN,manual_audit,252,1,1
Electronics,local_a553af2f178c4120372a,body_camera,CLEAN,manual_audit,80,1,1
Electronics,local_3fd95233d94a5b02d920,bookshelf_speaker,CLEAN,manual_audit,702,1,1
Electronics,local_6098af23ffa331ec61ec,boombox,CLEAN,manual_audit,1002,1,1
Electronics,local_774fa6422d5edee567f9,bullet_camera,CLEAN,manual_audit,727,1,1
Electronics,local_c95b66bfdf9dad3ad545,cable_lock,CLEAN,manual_audit,133,1,1
Electronics,local_16c82dcd6e1acd8b4edb,cable_organizer,CLEAN,manual_audit,3166,2,2
Electronics,local_a589a3daad56d09b121d,cable_raceway,CLEAN,manual_audit,712,1,1
Electronics,local_65f226acd2cc63728bc2,cable_sleeve,CLEAN,manual_audit,882,1,1
Electronics,local_6caf3e61ebaa79d45d66,cable_tie,CLEAN,manual_audit,2139,1,1
Electronics,local_0265b191f016832c4ad6,calculator,CLEAN,manual_audit,173,2,2
Electronics,local_ceeacc89891f75b54863,calculator_case,CLEAN,manual_audit,9,2,2
Electronics,local_5d0ad624629ac58ac60d,calculator_ink_roller,CLEAN,manual_audit,26,1,1
Electronics,local_6366d8e1cef422c13bc4,caller_id_display,CLEAN,manual_audit,25,1,1
Electronics,local_7e0657c65da434b592f6,camcorder_battery,CLEAN,manual_audit,439,2,2
Electronics,local_84e02cf3d380325ab8f8,camcorder_battery_charger,CLEAN,manual_audit,603,1,1
Electronics,local_ec0f08d4beb9c00bd1d9,camcorder_bundle,CLEAN,manual_audit,26,1,1
Electronics,local_77d338ef8e80f8347dde,camcorder_case,CLEAN,manual_audit,121,1,1
Electronics,local_c4a6667faa0cce363476,camcorder_lens,CLEAN,manual_audit,125,1,1
Electronics,local_eab9ca5ad372c44daa51,camera_bag,CLEAN,manual_audit,220,1,1
Electronics,local_69ab48585b9616503365,camera_battery,CLEAN,manual_audit,3747,3,3
Electronics,local_ff056052731e2e5a7032,camera_battery_grip,CLEAN,manual_audit,210,1,1
Electronics,local_12c18272a047186bb965,camera_cable,CLEAN,manual_audit,126,2,2
Electronics,local_06b776c14a9ecd206d02,camera_case,CLEAN,manual_audit,6509,5,5
Electronics,local_b5126bc4cebd24b4cb31,camera_chest_support,CLEAN,manual_audit,20,1,1
Electronics,local_916321c8f65e452da6fb,camera_cleaning_kit,CLEAN,manual_audit,291,2,2
Electronics,local_c8398d4b7430654da9a5,camera_detector,CLEAN,manual_audit,154,1,1
Electronics,local_7fdca4824decb19d07cd,camera_diopter,CLEAN,manual_audit,63,1,1
Electronics,local_229c9a18be3083a70128,camera_dolly,CLEAN,manual_audit,12,1,1
Electronics,local_0fb1b580ed92410688f0,camera_flash,CLEAN,manual_audit,1491,3,3
Electronics,local_209bf7953df2de755df8,camera_flash_bracket,CLEAN,manual_audit,264,1,1
Electronics,local_182ee3914a7e1332ca95,camera_flash_trigger,CLEAN,manual_audit,301,1,1
Electronics,local_fb79f42ef4df412e4e26,camera_jib_crane,CLEAN,manual_audit,28,1,1
Electronics,local_2b1d6645db6880a7cf74,camera_lens,CLEAN,manual_audit,5641,12,12
Electronics,local_cebbe0b6a7d6b82390b1,camera_lens_cleaning_brush,CLEAN,manual_audit,9,1,1
Electronics,local_9b0c77c421adfd767270,camera_lens_extension_pole,CLEAN,manual_audit,18,1,1
Electronics,local_da7a692ece4c9bab15f7,camera_lens_repair_tool,CLEAN,manual_audit,11,1,1
Electronics,local_00fffd2599334594b88e,camera_loupe,CLEAN,manual_audit,9,1,1
Electronics,local_7c64acccad1672cf1b89,camera_monopod,CLEAN,manual_audit,877,1,1
Electronics,local_f8273adfc29fcb1b604f,camera_mount,CLEAN,manual_audit,2599,1,1
Electronics,local_6ba08d327ff67238bd4f,camera_rain_cover,CLEAN,manual_audit,50,1,1
Electronics,local_383467d5bc89391790bc,camera_remote_control,CLEAN,manual_audit,575,2,2
Electronics,local_d90a7e7c7bfd7dd1b320,camera_screen_protector,CLEAN,manual_audit,83,1,1
Electronics,local_798f879f521f3469a159,camera_screen_replacement,CLEAN,manual_audit,39,1,1
Electronics,local_f62d6c1a4dacffcd04e1,camera_shoulder_support,CLEAN,manual_audit,95,1,1
Electronics,local_98644c2cf718654506af,camera_slider,CLEAN,manual_audit,246,1,1
Electronics,local_cc010cef79c3aa31eb29,camera_stabilizer,CLEAN,manual_audit,2198,2,2
Electronics,local_d2f0a598ad1433715f37,camera_strap,CLEAN,manual_audit,1350,2,2
Electronics,local_63050e33782528ea9ed0,camera_uv_filter,CLEAN,manual_audit,693,1,1
Electronics,local_cb77fae4feeb504cac1e,camera_viewfinder,CLEAN,manual_audit,591,1,1
Electronics,local_a51e47c2807ac9952a12,capacitor,CLEAN,manual_audit,562,1,1
Electronics,local_5ad33f2296fbeb39e6ea,car_alarm,CLEAN,manual_audit,27,1,1
Electronics,local_f1e23ee4969a2faa6ac6,car_antenna,CLEAN,manual_audit,1555,1,1
Electronics,local_3bed0010dfa5a78947e4,car_audio_amplifier,CLEAN,manual_audit,1601,6,6
Electronics,local_d3d7d3f9a3bc476e2bdb,car_audio_cable,CLEAN,manual_audit,9,1,1
Electronics,local_fe0eb2d546e3ccf5e7d4,car_audio_equalizer,CLEAN,manual_audit,177,1,1
Electronics,local_25f2089d824f011b1d21,car_audio_interconnect_cable,CLEAN,manual_audit,58,1,1
Electronics,local_153762fc55ef2241e93c,car_audio_receiver,CLEAN,manual_audit,117,4,4
Electronics,local_6c6619d22fd1aad8e2c4,car_audio_remote,CLEAN,manual_audit,93,1,1
Electronics,local_02babb54b45cca763a6c,car_aux_adapter,CLEAN,manual_audit,148,1,1
Electronics,local_c7334815083e3b2b8e13,car_camera,CLEAN,manual_audit,19,1,1
Electronics,local_49cab4a5d2d0f1f5018e,car_camera_system,CLEAN,manual_audit,71,1,1
Electronics,local_5df70f23b27b79aac737,car_cd_changer,CLEAN,manual_audit,18,1,1
Electronics,local_48825a18f8c5a9b333ec,car_charger,CLEAN,manual_audit,134,3,3
Electronics,local_a720b7749f73dc40b487,car_dash_mounting_kit,CLEAN,manual_audit,548,1,1
Electronics,local_7bdca8c6ee99c0e61456,car_dvd_receiver,CLEAN,manual_audit,267,1,1
Electronics,local_716a0bb0ff83c9fe6842,car_fan,CLEAN,manual_audit,296,1,1
Electronics,local_aa9870f92f93ff92a418,car_headphones,CLEAN,manual_audit,52,1,1
Electronics,local_f7811616c46631f7b20d,car_headrest_mount,CLEAN,manual_audit,47,1,1
Electronics,local_46e9b0a4913cecfc1fef,car_heater,CLEAN,manual_audit,486,2,2
Electronics,local_2e471c6770a21ba0e174,car_hud,CLEAN,manual_audit,355,2,2
Electronics,local_8a186c43214d4212a3da,car_key,CLEAN,manual_audit,26,1,1
Electronics,local_03b621bf750956f87c1f,car_key_fob,CLEAN,manual_audit,85,1,1
Electronics,local_86be39e7b9ceb082bb52,car_light,CLEAN,manual_audit,61,2,2
Electronics,local_9aed0e152678d5874363,car_monitor,CLEAN,manual_audit,193,3,3
Electronics,local_60f5520c90bc1ab99a93,car_mount,CLEAN,manual_audit,76,3,3
Electronics,local_63101395b2bd6d94ab73,car_power_adapter,CLEAN,manual_audit,102,1,1
Electronics,local_e6cfaed92aa38b65a1c6,car_radio_wiring_harness,CLEAN,manual_audit,324,1,1
Electronics,local_26f1ff6c059850edd168,car_speaker,CLEAN,manual_audit,2096,3,3
Electronics,local_252d538d8abd98f9e3be,car_speaker_adapter,CLEAN,manual_audit,31,2,2
Electronics,local_aec6881f2d057bd3ed4e,car_stereo,CLEAN,manual_audit,2687,2,2
Electronics,local_4fb6285f98644d386e8e,car_stereo_installation_kit,CLEAN,manual_audit,19,1,1
Electronics,local_188709808629bb25f9b3,car_subwoofer,CLEAN,manual_audit,1659,1,1
Electronics,local_9993dc0f7711c295ecb0,car_tv_tuner,CLEAN,manual_audit,15,1,1
Electronics,local_23c67fb353bbd4fb48a3,car_tweeter,CLEAN,manual_audit,151,1,1
Electronics,local_10ebeb5781e105569a31,car_video_monitor,CLEAN,manual_audit,23,1,1
Electronics,local_8501dabe36f388c3aa2b,cassette_adapter,CLEAN,manual_audit,282,1,1
Electronics,local_f5f592644531d6157edd,cassette_deck,CLEAN,manual_audit,63,1,1
Electronics,local_ecbf6fab1a01f2ac1a1f,cassette_player,CLEAN,manual_audit,484,1,1
Electronics,local_5e2385242f3c0824dd07,cassette_tape,CLEAN,manual_audit,9,1,1
Electronics,local_15ce216c8c2ca6d3525f,cb_radio,CLEAN,manual_audit,297,4,4
Electronics,local_0e7ae808b84049c64cb7,cd_dvd_rack,CLEAN,manual_audit,158,2,2
Electronics,local_3b0f265b3ddbefe21c36,cd_player,CLEAN,manual_audit,1386,4,4
Electronics,local_d6b8134dc76c2ab9211e,cd_r,CLEAN,manual_audit,603,1,1
Electronics,local_df164154b2876ed55556,cd_recorder,CLEAN,manual_audit,37,1,1
Electronics,local_e0689d71b0d00f3f140c,cd_rw_disc,CLEAN,manual_audit,21,1,1
Electronics,local_adbf7942fa46c27f8d07,ceiling_and_in_wall_speaker,CLEAN,manual_audit,322,1,1
Electronics,local_9f59f0831b2588747f31,cellular_camera,CLEAN,manual_audit,11,1,1
Electronics,local_d60bf0f180b8c178b99d,center_channel_speaker,CLEAN,manual_audit,315,1,1
Electronics,local_02d4202bdea1f3babe33,clock_radio,CLEAN,manual_audit,1483,1,1
Electronics,local_20d87b9d556d04558e2c,coaxial_adapter,CLEAN,manual_audit,270,1,1
Electronics,local_1ee159b824a2e0f0b460,coaxial_cable,CLEAN,manual_audit,2358,4,4
Electronics,local_76c50c324b97f8951dab,color_calibration_chart,CLEAN,manual_audit,25,1,1
Electronics,local_c6b481d286643f77f12b,compact_flash_card,CLEAN,manual_audit,397,1,1
Electronics,local_4ecfc3ebd8c588749d1f,compact_radio,CLEAN,manual_audit,13,1,1
Electronics,local_436dd0fd1837f1a7905e,component_speaker,CLEAN,manual_audit,159,1,1
Electronics,local_95919126c707fb929cfe,component_video_cable,CLEAN,manual_audit,108,1,1
Electronics,local_fa5c25ee77221e86cb8d,composite_video_cable,CLEAN,manual_audit,39,1,1
Electronics,local_c0c68d9959c0bcab186c,compound_binocular_microscope,CLEAN,manual_audit,80,1,1
Electronics,local_aadde93367dfe2c93cbd,compound_microscope,CLEAN,manual_audit,157,2,2
Electronics,local_d112229a4ab314a7f711,compound_trinocular_microscope,CLEAN,manual_audit,127,1,1
Electronics,local_18c950e3e4e339b00fa2,compressed_air_duster,CLEAN,manual_audit,863,2,2
Electronics,local_4e677166319eb88d3a59,computer_adapter,CLEAN,manual_audit,1237,2,2
Electronics,local_4cbac05e5c9b24a869d1,computer_fan,CLEAN,manual_audit,3654,2,2
Electronics,local_308eaea0ba837cfd2577,computer_headset,CLEAN,manual_audit,1509,2,2
Electronics,local_c06aaab220238bbd7b0f,computer_memory,CLEAN,manual_audit,12441,1,1
Electronics,local_496dac2255ab6cde24a7,computer_microphone,CLEAN,manual_audit,883,1,1
Electronics,local_255d511cffabcc0b87ca,computer_mouse,CLEAN,manual_audit,4770,2,2
Electronics,local_c26eea8cb988828e88bb,computer_power_supply,CLEAN,manual_audit,4350,1,1
Electronics,local_035a43da8399ef0e661f,computer_screw,CLEAN,manual_audit,208,1,1
Electronics,local_296edeff42f539b4c9a6,computer_speaker,CLEAN,manual_audit,1419,1,1
Electronics,local_3faff75cc2d5bcee84f3,computer_vacuum,CLEAN,manual_audit,315,1,1
Electronics,local_e1ec09563b6ae8f549dd,continuous_lighting,CLEAN,manual_audit,944,1,1
Electronics,local_04ea3fd5845ccf21dbac,copy_stand,CLEAN,manual_audit,19,1,1
Electronics,local_d236ad9201f607b6f20c,cord_reel,CLEAN,manual_audit,188,1,1
Electronics,local_99828e24de08c1344e68,cordless_phone,CLEAN,manual_audit,9,1,1
Electronics,local_4ca8e8088bf8ce98cd4c,cordless_phone_battery,CLEAN,manual_audit,3186,1,1
Electronics,local_8db3a57fb08dba658c00,cpu_processor,CLEAN,manual_audit,2091,1,1
Electronics,local_ad7d36d7b53d40a97d66,cycling_gps,CLEAN,manual_audit,158,1,1
Electronics,local_03907faea8537bbe9c4f,dac,CLEAN,manual_audit,128,4,4
Electronics,local_e7446c2485613e757fb3,darkroom_chemical,CLEAN,manual_audit,59,1,1
Electronics,local_98470ea63b624ae7c609,dash_cam,CLEAN,manual_audit,4025,4,4
Electronics,local_cdba17c2ca37feeed073,data_cable,CLEAN,manual_audit,9,1,1
Electronics,local_40c0165baa10fbfc3cb2,data_cartridge,CLEAN,manual_audit,168,2,2
Electronics,local_ecfa771b1fd7add892f9,data_tape_cleaning_cartridge,CLEAN,manual_audit,38,1,1
Electronics,local_8aad6ef11cea9067abd2,dc_power_supply,CLEAN,manual_audit,74,1,1
Electronics,local_f0f0719bfb4270d707ab,desktop_barebone,CLEAN,manual_audit,185,1,1
Electronics,local_0ecaa5d4ad67f0dc3ebf,desktop_computer,CLEAN,manual_audit,7821,19,19
Electronics,local_cc7bd2ed3d6fbc57bb32,device_server,CLEAN,manual_audit,42,1,1
Electronics,local_26c1b3f9991e7e80efb4,digital_camera,CLEAN,manual_audit,7833,12,12
Electronics,local_5ced123156dc59c22ddc,digital_microscope,CLEAN,manual_audit,919,1,1
Electronics,local_1cd03da74675dad3dd8a,digital_pen,CLEAN,manual_audit,160,1,1
Electronics,local_0dc6f7f7ff93ba56cace,digital_voice_recorder,CLEAN,manual_audit,1753,1,1
Electronics,local_3c0bb3e25888bdb97aa6,digital_watch,CLEAN,manual_audit,230,1,1
Electronics,local_96e0980cd3b6111ce985,disc_duplicator,CLEAN,manual_audit,183,1,1
Electronics,local_d4ca7e2d454095607421,disc_repair_kit,CLEAN,manual_audit,22,1,1
Electronics,local_15c1bb1d576ae795ff23,displayport_cable,CLEAN,manual_audit,203,1,1
Electronics,local_55e3084c18ae8c99874d,drone_camera_mount,CLEAN,manual_audit,9,1,1
Electronics,local_baffde7b8da14bb8dab7,drone_gimbal_stabilizer,CLEAN,manual_audit,11,1,1
Electronics,local_23093a6a396481d97665,drone_phone_mount,CLEAN,manual_audit,25,1,1
Electronics,local_5b9f422bff1719b5b448,drone_tablet_mount,CLEAN,manual_audit,63,1,1
Electronics,local_478319d79c021731c335,dsl_filter,CLEAN,manual_audit,31,1,1
Electronics,local_3be6c90e7642dfef9cf4,dslr_camera,CLEAN,manual_audit,1585,1,1
Electronics,local_015b6b780a07f1a3ed90,dtv_converter_box,CLEAN,manual_audit,153,1,1
Electronics,local_0dc26ca667a49f1627b7,dummy_security_camera,CLEAN,manual_audit,98,1,1
Electronics,local_8ff62ea033dc1fc222fe,dvd_media,CLEAN,manual_audit,36,1,1
Electronics,local_0a793cdfafb0cb46af1b,dvd_player,CLEAN,manual_audit,1374,2,2
Electronics,local_58ab3b89574ffa49864b,dvd_plus_r_disc,CLEAN,manual_audit,348,1,1
Electronics,local_d6914605d02d0513db59,dvd_r_blank_media,CLEAN,manual_audit,387,1,1
Electronics,local_2039fb94ecbbcd0f5e03,dvd_ram_disc,CLEAN,manual_audit,11,1,1
Electronics,local_43d9c499466dd3870c26,dvd_recorder,CLEAN,manual_audit,273,2,2
Electronics,local_1dc50b69c83e61288f5d,dvd_rw_disc,CLEAN,manual_audit,32,2,2
Electronics,local_336b2bf50a7b6ad61f94,dvd_vcr_combo,CLEAN,manual_audit,219,1,1
Electronics,local_051191569d4e697f47fb,dvi_cable,CLEAN,manual_audit,327,2,2
Electronics,local_d698f1cf0359e30be0ba,dvr_recorder,CLEAN,manual_audit,499,1,1
Electronics,local_b7e6052dc945325e4a97,e_reader_sleeve,CLEAN,manual_audit,72,1,1
Electronics,local_f698f3e2d1c5945e54a3,earbuds_case,CLEAN,manual_audit,6947,1,1
Electronics,local_db0e3a29d4c27526e3db,ebook_reader_case,CLEAN,manual_audit,2163,1,1
Electronics,local_6b3e60a8196eece1b85f,ebook_reader_skin,CLEAN,manual_audit,369,1,1
Electronics,local_65ecb426ce51640346a3,electrical_connector,CLEAN,manual_audit,227,1,1
Electronics,local_f280a7f3b807cc8f541b,electronics_organizer_bag,CLEAN,manual_audit,446,1,1
Electronics,local_90b923f6163f8451d83d,electronics_repair_kit,CLEAN,manual_audit,228,1,1
Electronics,local_258a17d001baaf6680ef,enclosed_subwoofer_system,CLEAN,manual_audit,279,1,1
Electronics,local_9030dd0c557cb419efb3,equalizer,CLEAN,manual_audit,33,1,1
Electronics,local_145861c90674e014fbb6,ethernet_cable,CLEAN,manual_audit,6657,6,6
Electronics,local_fceee06cc69a07bec1b9,expansion_board,CLEAN,manual_audit,15,1,1
Electronics,local_25c700e9627e430987ad,extension_tube,CLEAN,manual_audit,332,1,1
Electronics,local_05fbb6ff7d3a4add69db,external_hard_drive,CLEAN,manual_audit,3779,5,5
Electronics,local_218b3d111750c258ff8d,external_sound_card,CLEAN,manual_audit,302,1,1
Electronics,local_0c757c4d4418e38f27c8,external_ssd,CLEAN,manual_audit,572,1,1
Electronics,local_5f68796c3a8092e4e562,fan_grill,CLEAN,manual_audit,203,1,1
Electronics,local_df81d379d622daeeef09,fiber_optic_cable,CLEAN,manual_audit,1006,1,1
Electronics,local_0087ff50bc03c38bc87e,film_camera,CLEAN,manual_audit,530,6,6
Electronics,local_4bd3976b023da1d3f0cd,firewire_adapter,CLEAN,manual_audit,18,1,1
Electronics,local_c01653630e7ac9c76850,firewire_cable,CLEAN,manual_audit,160,1,1
Electronics,local_b1a8692acd98baaaa55f,firewire_card,CLEAN,manual_audit,49,1,1
Electronics,local_4e8c360e4a54fb381944,fish_finder,CLEAN,manual_audit,761,1,1
Electronics,local_173e752b571f9af0693b,fitness_tracker,CLEAN,manual_audit,54,2,2
Electronics,local_faca2e22804610a50e79,flash_battery,CLEAN,manual_audit,46,1,1
Electronics,local_dc2a3c214895dc8e0fb5,flash_diffuser,CLEAN,manual_audit,453,1,1
Electronics,local_4f0de577b9dfb6a92092,flash_sync_cord,CLEAN,manual_audit,159,1,1
Electronics,local_6ef4a834f090069c3326,flash_tube,CLEAN,manual_audit,50,1,1
Electronics,local_b7c6e995fd5545863f7c,flashlight,CLEAN,manual_audit,14,1,1
Electronics,local_d417985550e9814842b7,flat_ribbon_cable,CLEAN,manual_audit,47,1,1
Electronics,local_155827961da44e4e14e4,flex_cable,CLEAN,manual_audit,376,1,1
Electronics,local_68a33579b260c83c722b,flight_controller,CLEAN,manual_audit,14,1,1
Electronics,local_0805ea6919936c5231ce,floor_cord_cover,CLEAN,manual_audit,646,1,1
Electronics,local_7ee83b104b9619f0c127,floorstanding_speaker,CLEAN,manual_audit,442,1,1
Electronics,local_41630f8b66e49f16e8cc,floppy_disk,CLEAN,manual_audit,42,1,1
Electronics,local_cb7510c8f7accb2f07c4,floppy_disk_drive,CLEAN,manual_audit,254,1,1
Electronics,local_edb8932e1e4f31eb9072,fm_transmitter,CLEAN,manual_audit,898,2,2
Electronics,local_b15f5f8d86a561091cc0,follow_focus,CLEAN,manual_audit,162,1,1
Electronics,local_0c7016d5386c7abc7de3,fpv_goggles,CLEAN,manual_audit,20,1,1
Electronics,local_b91cf2bbcf593019244c,fuse_holder,CLEAN,manual_audit,99,1,1
Electronics,local_b31e80d7eec5fc58e78d,gamepad_controller,CLEAN,manual_audit,14,1,1
Electronics,local_0e72fe45011a9c435558,gaming_headset,CLEAN,manual_audit,29,4,4
Electronics,local_4812ade37e835e18702c,gaming_keyboard,CLEAN,manual_audit,17,3,3
Electronics,local_25c2781997bdc9d206d1,gaming_monitor,CLEAN,manual_audit,59,2,2
Electronics,local_096bc72b78c35e5bc651,gaming_mouse,CLEAN,manual_audit,33,5,5
Electronics,local_a7eb2a48767eb4289689,golf_gps,CLEAN,manual_audit,289,1,1
Electronics,local_525f7b18da8e4b8f6212,gps_antenna,CLEAN,manual_audit,152,1,1
Electronics,local_978d5faf8a98ccb9ea1b,gps_battery,CLEAN,manual_audit,64,1,1
Electronics,local_6fa00c81ee6628395b16,gps_case,CLEAN,manual_audit,170,1,1
Electronics,local_f43f0696ae8c7bed9177,gps_charger_cable,CLEAN,manual_audit,13,1,1
Electronics,local_0bc05c33058c334b73c8,gps_mount,CLEAN,manual_audit,283,3,3
Electronics,local_0149495d147b7ce4c4ad,gps_screen_protector,CLEAN,manual_audit,1705,1,1
Electronics,local_8b2dcfe96c9d07b1aaf3,gps_tracker,CLEAN,manual_audit,525,5,5
Electronics,local_22025730d7ce8ea848a1,gps_watch,CLEAN,manual_audit,280,4,4
Electronics,local_65370529306b4e773ec4,graphics_card,CLEAN,manual_audit,5073,1,1
Electronics,local_e8a1cfc41e1090f8cd96,graphics_card_fan,CLEAN,manual_audit,300,1,1
Electronics,local_1b2135263b496e5d73c6,grey_card,CLEAN,manual_audit,65,1,1
Electronics,local_2b277cbd2171da24d90c,handheld_gps,CLEAN,manual_audit,618,1,1
Electronics,local_47e73323114d7e9d722b,hard_drive_caddy,CLEAN,manual_audit,10,1,1
Electronics,local_8c89083c6be33b74f44f,hard_drive_case,CLEAN,manual_audit,372,1,1
Electronics,local_bfbd8538185f27ec669f,hard_drive_docking_station,CLEAN,manual_audit,58,1,1
Electronics,local_65c3fba14ee973f42054,hard_drive_enclosure,CLEAN,manual_audit,1807,4,4
Electronics,local_bad073872f9567b8abfe,hardware_wallet,CLEAN,manual_audit,10,1,1
Electronics,local_83067bea7781777f92a9,hdd_mounting_bracket,CLEAN,manual_audit,12,1,1
Electronics,local_64b67d50452622e89109,hdmi_adapter,CLEAN,manual_audit,867,2,2
Electronics,local_49b53bccfb3106cc5e7a,hdmi_cable,CLEAN,manual_audit,6079,4,4
Electronics,local_cc74bb327e968cd16e34,hdmi_dvi_adapter,CLEAN,manual_audit,75,1,1
Electronics,local_50e4cdb23cd7edae5186,hdmi_splitter,CLEAN,manual_audit,28,3,3
Electronics,local_29f1257cec4ca8f41c12,hdmi_to_vga_adapter,CLEAN,manual_audit,510,1,1
Electronics,local_568f282eada648469303,headphone_adapter,CLEAN,manual_audit,5090,1,1
Electronics,local_84343c1f0f60ad616095,headphone_amplifier,CLEAN,manual_audit,687,2,2
Electronics,local_be375c1cfc3dae0e9d9e,headphone_cable,CLEAN,manual_audit,1867,1,1
Electronics,local_ba37ce9cbc6f1e2939de,headphone_earpad,CLEAN,manual_audit,3427,1,1
Electronics,local_425e24891201ded4f5c8,headrest_dvd_player,CLEAN,manual_audit,282,1,1
Electronics,local_befa964e8dd3dc6e9296,headset_adapter,CLEAN,manual_audit,143,1,1
Electronics,local_b415c61ce7deeef0de5c,heat_shrink_tubing,CLEAN,manual_audit,84,1,1
Electronics,local_930d8007e056fbe859a0,heatsink,CLEAN,manual_audit,1645,1,1
Electronics,local_7391aa6948b8f6c7c4b7,hi8_video_tape,CLEAN,manual_audit,9,1,1
Electronics,local_6ac34fff2ad064f1c912,hidden_camera,CLEAN,manual_audit,1715,1,1
Electronics,local_9b93e73f124dcf588feb,home_theater_receiver,CLEAN,manual_audit,14,2,2
Electronics,local_a76d0b70a1b07eda90da,home_theater_system,CLEAN,manual_audit,1047,2,2
Electronics,local_fc1e017b9e37d45cc4a1,hot_shoe_mount,CLEAN,manual_audit,551,1,1
Electronics,local_f00b20770a1b867b23d8,infrared_filter,CLEAN,manual_audit,129,1,1
Electronics,local_a059c27f20d3f51ddb9d,instant_camera,CLEAN,manual_audit,1390,1,1
